优先级,不符合规则,问题分类,所属项目,所属执行,相关研发需求,任务名称,任务描述,任务类型,截止日期,任务状态,最初预计,总计消耗,预计剩余,进度,由谁创建,创建日期,由谁完成,实际完成,问题详情
P1,规则5,任务问题,销售财务中台管理系统,【2026】FMS-0430,61334 1155-商用项目合同模式应收单管理,【后端开发】3月27日1155-商用项目合同模式应收单管理,"<p><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, Helvetica, Tahoma, sans-serif;"">会议时间：2026/03/27 16:00-17:00</span></p>",a_dev4_control,2026-03-31,done,5,5,0,100,260298,2026-03-30 14:47:36,180167,2026-03-27 17:30:00,多人任务 mode=multi，但任务名未见会议类关键词
P1,规则5,任务问题,销售财务中台管理系统,【2026】FMS-0530,61048 1130-2026年第二季度售后钱包日常维护需求,梳理分账进件第一批支行数据,,affair,2026-05-29,done,22,15,0,100,180167,2026-05-29 10:18:20,180167,2026-05-29 10:31:00,预计工时>22.0h
P1,规则5,任务问题,销售财务中台管理系统,【2026】FMS-0630,61338 1155-商用项目合同模式现汇和汇票到账管理和预收款管理,【测试】5月11日手工核销、退款核销、预收款单核销和反核销详设评审,"<p><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, Helvetica, Tahoma, sans-serif;"">会议时间：2026/5/7 09:00-11:30</span></p><p><span style=""font-size:13px;font-family:PingFangSC",ae2_test,2026-05-15,done,87,60,0,100,260298,2026-05-12 15:53:27,A80716,2026-05-11 16:30:00,预计工时>87.0h
P1,规则5,任务问题,销售财务中台管理系统,【2026】FMS-0630,61338 1155-商用项目合同模式现汇和汇票到账管理和预收款管理,【后端】5月11日手工核销、退款核销、预收款单核销和反核销详设评审,"<p><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, Helvetica, Tahoma, sans-serif;"">会议时间：</span><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, H",a_dev4_control,2026-05-15,done,130.5,128.5,0,100,260298,2026-05-12 15:51:04,A80520,2026-05-15 13:45:00,预计工时>130.5h
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0430,61501 1156-4月AI应用销售财务项目需求,【前端】与llm的数据交互预研,,a_dev2_front,2026-04-30,done,16,16,0,100,A80575,2026-04-29 15:02:36,A80575,2026-04-29 15:03:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0430,61501 1156-4月AI应用销售财务项目需求,将账单分析工作流沉淀为可复用的skill并且将其MCP协议化,,a_dev4_control,2026-04-30,done,20,15,0,100,A80915,2026-04-29 13:51:50,A80915,2026-04-30 17:30:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0430,61501 1156-4月AI应用销售财务项目需求,在dify中建立账单分析workflow并且测试其各项功能完整性,,a_dev4_control,2026-04-24,done,15,15,0,100,A80915,2026-04-29 13:50:47,A80915,2026-04-24 17:30:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0430,61501 1156-4月AI应用销售财务项目需求,【前端】fms-web基础规则（目录结构、代码规范、索引）编写,,a_dev2_front,2026-04-30,done,16,16,0,100,A80575,2026-04-28 11:28:29,A80575,2026-04-29 11:46:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0430,61501 1156-4月AI应用销售财务项目需求,【前端】ai生成的代码手动lint扫描归纳,,a_dev2_front,2026-04-30,done,3,3,0,100,A80575,2026-04-28 11:28:29,A80575,2026-04-29 11:46:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0430,61501 1156-4月AI应用销售财务项目需求,在dify中建立路由分支识别是否命中上文还是最新语句,,a_dev4_control,2026-04-30,done,20,20,0,100,A80915,2026-04-24 10:54:29,A80915,2026-04-30 17:30:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0430,61501 1156-4月AI应用销售财务项目需求,学习LLM wiki，尝试在财务智能体RAG环节接入wiki知识库,,a_dev4_control,2026-04-24,done,18,18,0,100,A80915,2026-04-24 10:52:42,A80915,2026-04-24 17:30:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0430,61501 1156-4月AI应用销售财务项目需求,财智通-dify意图识别编写及生成的json结构校验解析,,a_dev4_control,2026-04-08,done,16,16,0,100,A80520,2026-04-09 16:59:13,A80520,2026-04-08 17:00:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0430,61501 1156-4月AI应用销售财务项目需求,财智通—基础工作流搭建,,a_dev4_control,2026-04-03,done,24,24,0,100,A80520,2026-04-09 16:58:08,A80520,2026-04-03 17:30:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0430,60683 2026年4月发版技术支持,0330发版支持,,a_dev4_control,2026-03-30,done,3,3,0,100,A80915,2026-03-30 15:34:09,A80915,2026-03-30 17:30:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0430,60677 2026年4月发票功能板块优化升级,【前端】发票历史问题排查,,a_dev2_front,2026-04-30,done,1,1,0,100,A80575,2026-04-29 15:02:36,A80575,2026-04-29 15:03:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0430,60675 2026年4月清结算功能板块优化升级,天津模式配合网批测试验证,,ae2_test,2026-04-29,done,3,3,0,100,A80716,2026-04-29 14:14:37,A80716,2026-04-29 17:30:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0430,60673 2026年4月账户功能板块优化升级,账户功能板块升级规划与设计,,ab2_request_des,2026-04-19,done,13,13,0,100,A80514,2026-04-30 16:56:04,A80514,2026-04-30 16:56:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0430,60673 2026年4月账户功能板块优化升级,分账账户银行支行问题排查,,ae2_test,2026-04-29,done,1,1,0,100,A80716,2026-04-29 14:17:19,A80716,2026-04-29 17:30:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0430,60673 2026年4月账户功能板块优化升级,【前端】钱包PC和H5分账订单支付账单-分销的情况下特殊处理,,a_dev2_front,2026-04-30,done,6,8,0,100,A80575,2026-04-29 11:51:02,A80575,2026-04-29 14:59:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0430,60673 2026年4月账户功能板块优化升级,【前端】菜单统计表整理-一季度版本数据核对-4月版本菜单数据登记,,a_dev2_front,2026-04-30,done,8,8,0,100,A80575,2026-04-29 11:48:45,A80575,2026-04-29 14:59:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0430,60673 2026年4月账户功能板块优化升级,【前端】h5端添加获取个人分账账户信息的接口,,a_dev2_front,2026-04-30,done,3,3,0,100,A80575,2026-04-28 11:28:29,A80575,2026-04-28 11:32:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0430,60673 2026年4月账户功能板块优化升级,【前端】pc与h5游客开户长期有效字段正确重置,,a_dev2_front,2026-04-30,done,6,6,0,100,A80575,2026-04-28 11:28:29,A80575,2026-04-28 11:32:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0430,60673 2026年4月账户功能板块优化升级,【前端】pc与h5游客开户增加身份证必填校验,,a_dev2_front,2026-04-30,done,8,8,0,100,A80575,2026-04-28 11:28:29,A80575,2026-04-28 11:32:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0430,60673 2026年4月账户功能板块优化升级,【前端】未认证状态添加防止错误点击,,a_dev2_front,2026-04-30,done,3,3,0,100,A80575,2026-04-28 11:28:29,A80575,2026-04-28 11:31:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0430,60673 2026年4月账户功能板块优化升级,dify探索搭建账户模块知识库,,ae2_test,2026-04-22,done,1,1,0,100,A80716,2026-04-27 17:24:18,A80716,2026-04-22 19:30:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0430,60671 2026年4月支付功能板块优化升级,【前端】h5提现添加个人分账账户审核状态查询功能,,a_dev2_front,2026-04-30,done,6,6,0,100,A80575,2026-04-28 11:28:29,A80575,2026-04-28 11:33:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0430,60671 2026年4月支付功能板块优化升级,【前端】h5提现根据客户类型选择不同的分账信息接口,,a_dev2_front,2026-04-30,done,6,6,0,100,A80575,2026-04-28 11:28:29,A80575,2026-04-28 11:32:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0430,60669 2026年4月项目管理协同合作支持,学习如何将agent沉淀为可复用的skill技能（claude agent skill标准）,,a_dev4_control,2026-04-17,done,20,20,0,100,A80915,2026-04-29 13:46:28,A80915,2026-04-17 17:30:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0430,60668 2026年4月未确定板块的需求,机电公司红圈系统产品和功能沟通讨论会,,ab1_needs_research,2026-04-20,done,3,3,0,100,A80514,2026-04-20 16:55:02,A80514,2026-04-20 12:00:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,63534 2026年5月发版技术支持,0515测试环境与生成代码不一致导致高包资源列表查询有误bug处理,,a_dev4_control,2026-05-22,done,6,6,0,100,A80922,2026-05-29 17:23:30,A80922,2026-05-22 17:30:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,63534 2026年5月发版技术支持,【UI设计】1155-商用项目合同模式现汇和汇票到账管理和预收款管理设计稿,,ad1_UI_des,2026-04-30,done,12,12,0,100,a80549,2026-04-15 16:39:28,a80549,2026-04-21 17:13:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,63249 2026年5月未确定板块的需求,【UI设计】1191-商用机电公司额度账户自动还款新增选择组件修改UI设计,,ad1_UI_des,2026-05-30,done,6,6,0,100,A80033,2026-05-22 11:08:23,A80033,2026-05-26 08:35:18,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,63248 2026年5月项目管理协同合作支持,内网日志mcp工具开发及调试,,a_dev4_control,2026-05-29,done,20,20,0,100,A80922,2026-06-03 16:33:11,A80922,2026-05-29 17:30:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,63248 2026年5月项目管理协同合作支持,参加《AI工作提效实战 — 从Skill工程化到多源数据集成》培训,,a_dev4_control,2026-05-29,done,12,14,0,100,A80922,2026-05-29 17:19:27,A80922,2026-05-29 11:30:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,63248 2026年5月项目管理协同合作支持,与银联讨论分账进件问题,,affair,2026-05-27,done,4,4,0,100,180167,2026-05-29 10:18:20,180167,2026-05-27 17:30:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,63248 2026年5月项目管理协同合作支持,【UX设计】Ai财务后台设计列表页设计提效测试,,ad1_UI_des,2026-05-31,done,16,16,0,100,A80507,2026-05-28 14:15:14,A80507,2026-05-31 10:07:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,63248 2026年5月项目管理协同合作支持,【UX设计】Ai财务后台设计列表页设计提效,,ad1_UI_des,2026-05-31,done,16,16,0,100,A80507,2026-05-28 14:15:14,A80507,2026-05-31 10:07:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,63248 2026年5月项目管理协同合作支持,【UX设计】Ai财务后台设计提效规划与执行,,ad1_UI_des,2026-05-31,done,16,16,0,100,A80507,2026-05-28 14:15:14,A80507,2026-05-31 10:07:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,63248 2026年5月项目管理协同合作支持,【UX设计】财务设计Ai提效沟通,,ad1_UI_des,2026-05-31,done,4,4,0,100,A80507,2026-05-28 14:15:14,A80507,2026-05-31 10:07:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,63246 2026年5月账户功能板块优化升级,【前端】H5绑卡，切换开户行需要自动加载开户支行,,a_dev,2026-05-30,done,1,1,0,100,A80575,2026-05-29 13:47:44,A80575,2026-05-29 13:49:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,63246 2026年5月账户功能板块优化升级,分账进件文件上传字段提交前空值校验,,a_dev2_front,2026-05-31,done,5,5,0,100,A80223,2026-05-28 16:46:50,A80223,2026-05-29 14:49:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,63246 2026年5月账户功能板块优化升级,分账进件上传失败处理优化,,a_dev2_front,2026-05-31,done,5,3,0,100,A80223,2026-05-28 16:46:50,A80223,2026-05-29 14:49:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,63246 2026年5月账户功能板块优化升级,银行卡照片上传格式限制,,a_dev2_front,2026-05-31,done,5,3,0,100,A80223,2026-05-28 16:46:50,A80223,2026-05-29 14:49:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,63246 2026年5月账户功能板块优化升级,个人分账进件提交参数拼接调整,,a_dev2_front,2026-05-31,done,5,5,0,100,A80223,2026-05-28 16:46:50,A80223,2026-05-29 14:54:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,63246 2026年5月账户功能板块优化升级,个人分账进件银行卡照片回显兼容,,a_dev2_front,2026-05-31,done,5,3,0,100,A80223,2026-05-28 16:46:50,A80223,2026-05-29 14:54:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,63246 2026年5月账户功能板块优化升级,个人分账进件银行卡照片位置调整,,a_dev2_front,2026-05-31,done,5,2,0,100,A80223,2026-05-28 16:46:50,A80223,2026-05-29 14:54:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,63245 2026年5月清结算功能板块优化升级,线下高包资源及经营部门高包资源自动化用例编写,,ae2_test,2026-05-18,done,12,12,0,100,A80284,2026-05-28 17:14:06,A80284,2026-05-18 17:14:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,63245 2026年5月清结算功能板块优化升级,网批返利流水自动化用例编写,,ae2_test,2026-05-14,done,5,5,0,100,A80284,2026-05-28 17:13:08,A80284,2026-05-13 17:14:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,63245 2026年5月清结算功能板块优化升级,线下销司高包资源数据审批及流水自动化用例编写,,ae2_test,2026-05-20,done,8,8,0,100,A80284,2026-05-22 17:01:22,A80284,2026-05-19 17:30:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,63245 2026年5月清结算功能板块优化升级,线下经营部门高包资源数据审批及流水相关自动化用例编写,,ae2_test,2026-05-19,done,8,8,0,100,A80284,2026-05-22 17:01:00,A80284,2026-05-18 17:30:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,62818 1156-5月AI应用销售财务项目需求,【前端】实现事件上报机制（action/functionResponse）,,a_dev2_front,2026-06-15,wait,9,0,9,0,A80575,2026-05-12 10:19:29,,None,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,62818 1156-5月AI应用销售财务项目需求,【前端】实现组件注册机制和动态组件渲染,,a_dev2_front,2026-06-15,wait,9,0,9,0,A80575,2026-05-12 10:19:29,,None,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,62818 1156-5月AI应用销售财务项目需求,【UI设计】AI学习与研究,,ab3_request_check,2026-05-31,done,14,14,0,100,a80549,2026-05-29 14:51:33,a80549,2026-05-29 16:05:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,62818 1156-5月AI应用销售财务项目需求,【前端】开发 A2Surface 实时流式渲染组件,,a_dev2_front,2026-05-29,done,20,20,0,100,A80575,2026-05-12 10:19:29,A80575,2026-05-28 16:00:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,62818 1156-5月AI应用销售财务项目需求,【前端】开发 A2StaticRenderer 静态渲染组件,,a_dev2_front,2026-05-29,done,20,20,0,100,A80575,2026-05-12 10:19:29,A80575,2026-05-28 16:00:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,62818 1156-5月AI应用销售财务项目需求,【前端】开发 useA2UI composable：整合协议解析和渲染,,a_dev2_front,2026-05-29,done,20,20,0,100,A80575,2026-05-12 10:19:29,A80575,2026-05-28 16:00:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,62818 1156-5月AI应用销售财务项目需求,【前端】开发 useDataModel composable：处理 JSON Pointer 数据绑定,,a_dev2_front,2026-05-29,done,20,20,0,100,A80575,2026-05-12 10:19:29,A80575,2026-05-28 16:00:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,62818 1156-5月AI应用销售财务项目需求,【前端】开发 useSurface composable：管理 Surface 生命周期,,a_dev2_front,2026-05-29,done,20,20,0,100,A80575,2026-05-12 10:19:29,A80575,2026-05-26 09:22:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,62818 1156-5月AI应用销售财务项目需求,【前端】实现协议验证层（Zod schemas）,,a_dev2_front,2026-05-29,done,9,9,0,100,A80575,2026-05-12 10:19:29,A80575,2026-05-26 09:19:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,62818 1156-5月AI应用销售财务项目需求,【前端】实现 SSE 消息发射器，处理 createSurface/updateComponents 等消息（本地验证需要用到）,,a_dev2_front,2026-05-29,done,20,20,0,100,A80575,2026-05-12 10:19:29,A80575,2026-05-26 09:21:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0530,62818 1156-5月AI应用销售财务项目需求,【前端】实现 SSE 消息解析器，支持 v0.8 和 v0.10 双协议,,a_dev2_front,2026-05-29,done,20,20,0,100,A80575,2026-05-12 10:19:29,A80575,2026-05-26 09:21:00,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0630,64985 2026年6月未确定板块的需求,【UI设计】付款单系统优化需求设计讨论,,ad1_UI_des,2026-06-30,wait,4,0,4,0,a80549,2026-06-04 15:08:28,,None,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0630,64985 2026年6月未确定板块的需求,【UI设计】付款单系统优化需求调研+资料整理,,ad1_UI_des,2026-06-30,wait,5,0,5,0,a80549,2026-06-04 15:08:03,,None,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0630,64985 2026年6月未确定板块的需求,【UI设计】付款单系统优化需求调研,,ad1_UI_des,2026-06-30,wait,2,0,2,0,a80549,2026-06-04 15:07:36,,None,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0630,64028 1156-6月AI应用销售财务项目需求,增加知识库元数据,,a_dev4_control,2026-06-02,wait,8,0,8,0,A80520,2026-06-02 16:34:24,,None,通用业务功能需求下任务描述为空
P1,规则10,任务问题,销售财务中台管理系统,【2026】FMS-0630,64028 1156-6月AI应用销售财务项目需求,公司AI体系培训,,a_dev4_control,2026-05-29,done,15,15,0,100,A80915,2026-05-29 17:17:02,A80915,2026-05-29 12:30:00,通用业务功能需求下任务描述为空
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0430,61850 1163-售后收付通分账进件功能升级,1163-售后收付通分账进件优化,"<h3 style=""text-align:justify;""><span style=""color:rgb(8,15,23);font-size:15px;font-family:'微软雅黑';"">6.7.2售后企业-“认证材料”调整</span></h3><h3 style=""text-align:justify;""><span style=""color:rgb(8,15,23);font-s",ab2_request_des,2026-04-30,done,10,10,0,100,A80789,2026-04-29 15:14:40,A80789,2026-04-29 15:19:00,任务名称包含禁用词：优化
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0430,62395 1171-FMS后台管理功能-手动开户优化,1171-FMS后台管理功能-手动开户优化,"<h3 style=""text-align:justify;""><span style=""color:rgb(8,15,23);font-size:15px;""><strong>1. </strong></span><span style=""color:rgb(8,15,23);font-size:15px;font-family:'微软雅黑';""><strong>新增“修改后钱包名称”</str",ab2_request_des,2026-04-30,done,10,10,0,100,A80789,2026-04-29 15:13:56,A80789,2026-04-29 15:20:00,任务名称包含禁用词：优化
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0430,61850 1163-售后收付通分账进件功能升级,生产验证收付通优化-OCR识别逻辑验证、特殊字段校验、正面材料展示,,ae2_test,2026-04-29,done,2,2,0,100,A80716,2026-04-29 14:20:55,A80716,2026-04-29 19:30:00,任务名称包含禁用词：优化
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0430,61850 1163-售后收付通分账进件功能升级,UAT-验证收付通优化-OCR识别逻辑验证、特殊字段校验、正面材料展示,,ae2_test,2026-04-29,done,6,6,0,100,A80716,2026-04-28 08:12:37,A80716,2026-04-29 17:30:00,任务名称包含禁用词：优化
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0430,61850 1163-售后收付通分账进件功能升级,收付通优化-个人正面材料展示逻辑验证,,ae2_test,2026-04-22,done,3,3,0,100,A80716,2026-04-27 08:21:09,A80716,2026-04-22 19:30:00,任务名称包含禁用词：优化
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0430,61850 1163-售后收付通分账进件功能升级,【UI设计】售后收付通分账需求功能规格说明书手动开户优化原型图,,ad1_UI_des,2026-04-24,done,3,3,0,100,a80549,2026-04-24 11:29:37,a80549,2026-04-23 11:31:00,任务名称包含禁用词：优化
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0430,61850 1163-售后收付通分账进件功能升级,【UI设计】售后收付通分账需求功能规格说明书手动开户优化设计稿,,ad1_UI_des,2026-04-24,done,5,5,0,100,a80549,2026-04-24 11:28:54,a80549,2026-04-24 11:31:00,任务名称包含禁用词：优化
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0430,62547 1150 - 【网批】汇票认款自动/人工切换配置更新迭代,【后端】4月23日1150 - 【网批】汇票认款自动/人工切换配置更新迭代UI评审,"<p><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, Helvetica, Tahoma, sans-serif;"">会议时间：2026/4/23 09:00-10:00</span></p>",a_dev4_control,2026-04-30,done,1,1,0,100,260298,2026-04-24 10:48:21,A80735,2026-04-23 10:00:00,任务名称包含禁用词：迭代
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0430,62547 1150 - 【网批】汇票认款自动/人工切换配置更新迭代,【产品】4月23日1150 - 【网批】汇票认款自动/人工切换配置更新迭代UI评审,"<p><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, Helvetica, Tahoma, sans-serif;"">会议时间：2026/4/23 09:00-10:00</span></p>",ab2_request_des,2026-04-30,done,1,1,0,100,260298,2026-04-24 10:47:06,180747,2026-04-23 10:00:00,任务名称包含禁用词：迭代
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0430,62547 1150 - 【网批】汇票认款自动/人工切换配置更新迭代,【测试】4月23日1150 - 【网批】汇票认款自动/人工切换配置更新迭代UI评审,"<p><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, Helvetica, Tahoma, sans-serif;"">会议时间：2026/4/23 09:00-10:00</span></p>",ae2_test,2026-04-30,done,1,1,0,100,260298,2026-04-24 10:46:40,A80542,2026-04-24 17:30:00,任务名称包含禁用词：迭代
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0430,62547 1150 - 【网批】汇票认款自动/人工切换配置更新迭代,【UI】4月23日1150 - 【网批】汇票认款自动/人工切换配置更新迭代UI评审,"<p><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, Helvetica, Tahoma, sans-serif;"">会议时间：2026/4/23 09:00-10:00</span></p>",ad1_UI_des,2026-04-30,done,1,1,0,100,260298,2026-04-24 10:46:07,a80549,2026-04-23 10:00:00,任务名称包含禁用词：迭代
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0430,62547 1150 - 【网批】汇票认款自动/人工切换配置更新迭代,【前端】4月23日1150 - 【网批】汇票认款自动/人工切换配置更新迭代UI评审,"<p><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, Helvetica, Tahoma, sans-serif;"">会议时间：2026/4/23 09:00-10:00</span></p>",a_dev2_front,2026-04-30,done,1,1,0,100,260298,2026-04-24 10:36:13,A80223,2026-04-24 10:00:00,任务名称包含禁用词：迭代
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0430,61501 1156-4月AI应用销售财务项目需求,Dify工作流知识库查询及指令编写、优化,"1.实现从dify工作流访问知识库并输出命中文档<br /> 2.编写LLM指令实现，知识库内容及意图分析实现text-to-sql<br /> 3.测试输出结果",a_dev4_control,2026-04-24,done,16,16,0,100,180167,2026-04-21 17:24:22,A80715,2026-04-24 17:30:00,任务名称包含禁用词：优化
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0430,61850 1163-售后收付通分账进件功能升级,【前端】4月9日1163-售后收付通分账进件优化和1164-售后分账进件支持手机号修改UI评审,"<p><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, Helvetica, Tahoma, sans-serif;"">会议时间：2026/04/09 10:00-11:00</span></p>",a_dev2_front,2026-04-10,changed,2,2,0,100,260298,2026-04-09 10:50:33,A80575,2026-04-09 15:08:00,任务名称包含禁用词：优化
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0430,61850 1163-售后收付通分账进件功能升级,【后端】4月9日1163-售后收付通分账进件优化和1164-售后分账进件支持手机号修改UI评审,"<p><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, Helvetica, Tahoma, sans-serif;"">会议时间：2026/04/09 10:00-11:00</span></p>",a_dev4_control,2026-04-10,changed,2,2,0,100,260298,2026-04-09 10:48:53,180167,2026-04-10 16:05:00,任务名称包含禁用词：优化
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0430,61850 1163-售后收付通分账进件功能升级,【产品】4月9日1163-售后收付通分账进件优化和1164-售后分账进件支持手机号修改UI评审,"<p><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, Helvetica, Tahoma, sans-serif;"">会议时间：2026/04/09 10:00-11:00</span></p>",ab2_request_des,2026-04-10,changed,2,2,0,100,260298,2026-04-09 10:48:16,A80789,2026-04-09 16:44:00,任务名称包含禁用词：优化
